Anio;Periodo;DatoSobreEnvejecimiento;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2006;Anual;30.68;125;12;Moscardó;Usera
2007;Anual;32.24;125;12;Moscardó;Usera
2008;Anual;33.71;125;12;Moscardó;Usera
2009;Anual;34.98;125;12;Moscardó;Usera
2010;Anual;36.43;125;12;Moscardó;Usera
2011;Anual;37.73;125;12;Moscardó;Usera
2012;Anual;39.03;125;12;Moscardó;Usera
2013;Anual;40.29;125;12;Moscardó;Usera
2014;Anual;41.28;125;12;Moscardó;Usera
2015;Anual;41.18;125;12;Moscardó;Usera
2016;Anual;41.64;125;12;Moscardó;Usera
2017;Anual;42.01;125;12;Moscardó;Usera
2018;Anual;42.2;125;12;Moscardó;Usera
2019;Anual;41.5;125;12;Moscardó;Usera
2020;Anual;39.9;125;12;Moscardó;Usera
2021;Anual;39.5;125;12;Moscardó;Usera
2022;Anual;38.2;125;12;Moscardó;Usera
2005;Anual;24.2;24;2;Legazpi;Arganzuela
2006;Anual;25.74;24;2;Legazpi;Arganzuela
2007;Anual;26.54;24;2;Legazpi;Arganzuela
2008;Anual;26.36;24;2;Legazpi;Arganzuela
2009;Anual;26.79;24;2;Legazpi;Arganzuela
2010;Anual;27.19;24;2;Legazpi;Arganzuela
2011;Anual;28.49;24;2;Legazpi;Arganzuela
2012;Anual;28.8;24;2;Legazpi;Arganzuela
2013;Anual;29.59;24;2;Legazpi;Arganzuela
2014;Anual;30.28;24;2;Legazpi;Arganzuela
2015;Anual;29.26;24;2;Legazpi;Arganzuela
2016;Anual;28.74;24;2;Legazpi;Arganzuela
2017;Anual;27.24;24;2;Legazpi;Arganzuela
2018;Anual;26.76;24;2;Legazpi;Arganzuela
2019;Anual;24.7;24;2;Legazpi;Arganzuela
2020;Anual;23.5;24;2;Legazpi;Arganzuela
2021;Anual;22.4;24;2;Legazpi;Arganzuela
2022;Anual;21.5;24;2;Legazpi;Arganzuela
2005;Anual;25.01;133;13;Palomeras Bajas;Puente de Vallecas
2006;Anual;25.8;133;13;Palomeras Bajas;Puente de Vallecas
2007;Anual;28.01;133;13;Palomeras Bajas;Puente de Vallecas
2008;Anual;29.15;133;13;Palomeras Bajas;Puente de Vallecas
2009;Anual;30.24;133;13;Palomeras Bajas;Puente de Vallecas
2010;Anual;32.13;133;13;Palomeras Bajas;Puente de Vallecas
2011;Anual;33.73;133;13;Palomeras Bajas;Puente de Vallecas
2012;Anual;34.93;133;13;Palomeras Bajas;Puente de Vallecas
2013;Anual;36.54;133;13;Palomeras Bajas;Puente de Vallecas
2014;Anual;37.56;133;13;Palomeras Bajas;Puente de Vallecas
2015;Anual;37.82;133;13;Palomeras Bajas;Puente de Vallecas
2016;Anual;38.3;133;13;Palomeras Bajas;Puente de Vallecas
2017;Anual;39.02;133;13;Palomeras Bajas;Puente de Vallecas
2018;Anual;39.3;133;13;Palomeras Bajas;Puente de Vallecas
2019;Anual;38.5;133;13;Palomeras Bajas;Puente de Vallecas
2020;Anual;36.7;133;13;Palomeras Bajas;Puente de Vallecas
2021;Anual;35.9;133;13;Palomeras Bajas;Puente de Vallecas
2022;Anual;34.1;133;13;Palomeras Bajas;Puente de Vallecas
2005;Anual;20.41;134;13;Palomeras Sureste;Puente de Vallecas
2006;Anual;20.7;134;13;Palomeras Sureste;Puente de Vallecas
2007;Anual;21.59;134;13;Palomeras Sureste;Puente de Vallecas
2008;Anual;22.73;134;13;Palomeras Sureste;Puente de Vallecas
2009;Anual;24.5;134;13;Palomeras Sureste;Puente de Vallecas
2010;Anual;26.29;134;13;Palomeras Sureste;Puente de Vallecas
2011;Anual;28.16;134;13;Palomeras Sureste;Puente de Vallecas
2012;Anual;30.47;134;13;Palomeras Sureste;Puente de Vallecas
2013;Anual;32.16;134;13;Palomeras Sureste;Puente de Vallecas
2014;Anual;33.75;134;13;Palomeras Sureste;Puente de Vallecas
2015;Anual;35.25;134;13;Palomeras Sureste;Puente de Vallecas
2016;Anual;35.99;134;13;Palomeras Sureste;Puente de Vallecas
2017;Anual;37.4;134;13;Palomeras Sureste;Puente de Vallecas
2018;Anual;38.21;134;13;Palomeras Sureste;Puente de Vallecas
2019;Anual;38.3;134;13;Palomeras Sureste;Puente de Vallecas
2020;Anual;37.1;134;13;Palomeras Sureste;Puente de Vallecas
2021;Anual;37.7;134;13;Palomeras Sureste;Puente de Vallecas
2022;Anual;36.5;134;13;Palomeras Sureste;Puente de Vallecas
2005;Anual;19.3;107;10;Águilas;Latina
2006;Anual;19.01;107;10;Águilas;Latina
2007;Anual;19.64;107;10;Águilas;Latina
2008;Anual;19.59;107;10;Águilas;Latina
2009;Anual;20.33;107;10;Águilas;Latina
2010;Anual;20.87;107;10;Águilas;Latina
2011;Anual;21.87;107;10;Águilas;Latina
2012;Anual;22.78;107;10;Águilas;Latina
2013;Anual;23.84;107;10;Águilas;Latina
2014;Anual;24.91;107;10;Águilas;Latina
2015;Anual;26.67;107;10;Águilas;Latina
2016;Anual;28.2;107;10;Águilas;Latina
2017;Anual;30.72;107;10;Águilas;Latina
2018;Anual;32.18;107;10;Águilas;Latina
2019;Anual;33.9;107;10;Águilas;Latina
2020;Anual;34.9;107;10;Águilas;Latina
2021;Anual;37.5;107;10;Águilas;Latina
2022;Anual;39.0;107;10;Águilas;Latina
2005;Anual;20.54;131;13;Entrevías;Puente de Vallecas
2006;Anual;21.96;131;13;Entrevías;Puente de Vallecas
2007;Anual;23.68;131;13;Entrevías;Puente de Vallecas
2008;Anual;26.06;131;13;Entrevías;Puente de Vallecas
2009;Anual;28.13;131;13;Entrevías;Puente de Vallecas
2010;Anual;30.92;131;13;Entrevías;Puente de Vallecas
2011;Anual;33.12;131;13;Entrevías;Puente de Vallecas
2012;Anual;35.02;131;13;Entrevías;Puente de Vallecas
2013;Anual;37.47;131;13;Entrevías;Puente de Vallecas
2014;Anual;39.67;131;13;Entrevías;Puente de Vallecas
2015;Anual;40.86;131;13;Entrevías;Puente de Vallecas
2016;Anual;41.31;131;13;Entrevías;Puente de Vallecas
2017;Anual;41.69;131;13;Entrevías;Puente de Vallecas
2018;Anual;41.82;131;13;Entrevías;Puente de Vallecas
2019;Anual;42.0;131;13;Entrevías;Puente de Vallecas
2020;Anual;40.9;131;13;Entrevías;Puente de Vallecas
2021;Anual;39.9;131;13;Entrevías;Puente de Vallecas
2022;Anual;38.4;131;13;Entrevías;Puente de Vallecas
2005;Anual;25.0;114;11;Vista Alegre;Carabanchel
2006;Anual;25.44;114;11;Vista Alegre;Carabanchel
2007;Anual;25.91;114;11;Vista Alegre;Carabanchel
2008;Anual;26.39;114;11;Vista Alegre;Carabanchel
2009;Anual;27.63;114;11;Vista Alegre;Carabanchel
2010;Anual;28.82;114;11;Vista Alegre;Carabanchel
2011;Anual;29.64;114;11;Vista Alegre;Carabanchel
2012;Anual;30.7;114;11;Vista Alegre;Carabanchel
2013;Anual;31.59;114;11;Vista Alegre;Carabanchel
2014;Anual;32.56;114;11;Vista Alegre;Carabanchel
2015;Anual;33.93;114;11;Vista Alegre;Carabanchel
2016;Anual;34.68;114;11;Vista Alegre;Carabanchel
2017;Anual;35.59;114;11;Vista Alegre;Carabanchel
2018;Anual;35.95;114;11;Vista Alegre;Carabanchel
2019;Anual;36.6;114;11;Vista Alegre;Carabanchel
2020;Anual;35.9;114;11;Vista Alegre;Carabanchel
2021;Anual;37.1;114;11;Vista Alegre;Carabanchel
2022;Anual;36.8;114;11;Vista Alegre;Carabanchel
2005;Anual;23.03;182;18;Santa Eugenia;Villa de Vallecas
2006;Anual;23.8;182;18;Santa Eugenia;Villa de Vallecas
2007;Anual;23.99;182;18;Santa Eugenia;Villa de Vallecas
2008;Anual;24.67;182;18;Santa Eugenia;Villa de Vallecas
2009;Anual;24.71;182;18;Santa Eugenia;Villa de Vallecas
2010;Anual;24.01;182;18;Santa Eugenia;Villa de Vallecas
2011;Anual;24.52;182;18;Santa Eugenia;Villa de Vallecas
2012;Anual;24.64;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;24.35;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;24.68;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;24.68;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;24.64;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;24.56;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;24.62;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;24.5;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;24.1;182;18;Santa Eugenia;Villa de Vallecas
2021;Anual;23.5;182;18;Santa Eugenia;Villa de Vallecas
2022;Anual;23.2;182;18;Santa Eugenia;Villa de Vallecas
2005;Anual;24.62;124;12;Almendrales;Usera
2006;Anual;25.06;124;12;Almendrales;Usera
2007;Anual;27.21;124;12;Almendrales;Usera
2008;Anual;28.68;124;12;Almendrales;Usera
2009;Anual;30.32;124;12;Almendrales;Usera
2010;Anual;32.58;124;12;Almendrales;Usera
2011;Anual;35.12;124;12;Almendrales;Usera
2012;Anual;37.37;124;12;Almendrales;Usera
2013;Anual;39.84;124;12;Almendrales;Usera
2014;Anual;40.97;124;12;Almendrales;Usera
2015;Anual;42.42;124;12;Almendrales;Usera
2016;Anual;43.82;124;12;Almendrales;Usera
2017;Anual;44.81;124;12;Almendrales;Usera
2018;Anual;45.16;124;12;Almendrales;Usera
2019;Anual;44.1;124;12;Almendrales;Usera
2020;Anual;42.6;124;12;Almendrales;Usera
2021;Anual;41.1;124;12;Almendrales;Usera
2022;Anual;40.0;124;12;Almendrales;Usera
2005;Anual;26.3;115;11;Puerta Bonita;Carabanchel
2006;Anual;26.59;115;11;Puerta Bonita;Carabanchel
2007;Anual;27.7;115;11;Puerta Bonita;Carabanchel
2008;Anual;28.31;115;11;Puerta Bonita;Carabanchel
2009;Anual;29.83;115;11;Puerta Bonita;Carabanchel
2010;Anual;29.87;115;11;Puerta Bonita;Carabanchel
2011;Anual;31.1;115;11;Puerta Bonita;Carabanchel
2012;Anual;33.4;115;11;Puerta Bonita;Carabanchel
2013;Anual;34.96;115;11;Puerta Bonita;Carabanchel
2014;Anual;36.49;115;11;Puerta Bonita;Carabanchel
2015;Anual;37.48;115;11;Puerta Bonita;Carabanchel
2016;Anual;38.93;115;11;Puerta Bonita;Carabanchel
2017;Anual;39.43;115;11;Puerta Bonita;Carabanchel
2018;Anual;40.14;115;11;Puerta Bonita;Carabanchel
2019;Anual;40.4;115;11;Puerta Bonita;Carabanchel
2020;Anual;40.1;115;11;Puerta Bonita;Carabanchel
2021;Anual;39.9;115;11;Puerta Bonita;Carabanchel
2022;Anual;39.7;115;11;Puerta Bonita;Carabanchel
2005;Anual;24.61;117;11;Abrantes;Carabanchel
2006;Anual;25.59;117;11;Abrantes;Carabanchel
2007;Anual;27.01;117;11;Abrantes;Carabanchel
2008;Anual;28.57;117;11;Abrantes;Carabanchel
2009;Anual;30.01;117;11;Abrantes;Carabanchel
2010;Anual;30.79;117;11;Abrantes;Carabanchel
2011;Anual;31.78;117;11;Abrantes;Carabanchel
2012;Anual;32.73;117;11;Abrantes;Carabanchel
2013;Anual;34.2;117;11;Abrantes;Carabanchel
2014;Anual;36.17;117;11;Abrantes;Carabanchel
2015;Anual;37.5;117;11;Abrantes;Carabanchel
2016;Anual;38.01;117;11;Abrantes;Carabanchel
2017;Anual;38.51;117;11;Abrantes;Carabanchel
2018;Anual;38.26;117;11;Abrantes;Carabanchel
2019;Anual;38.1;117;11;Abrantes;Carabanchel
2020;Anual;36.6;117;11;Abrantes;Carabanchel
2021;Anual;36.9;117;11;Abrantes;Carabanchel
2022;Anual;36.1;117;11;Abrantes;Carabanchel
2005;Anual;22.8;127;12;Pradolongo;Usera
2006;Anual;25.48;127;12;Pradolongo;Usera
2007;Anual;27.56;127;12;Pradolongo;Usera
2008;Anual;28.53;127;12;Pradolongo;Usera
2009;Anual;29.19;127;12;Pradolongo;Usera
2010;Anual;31.15;127;12;Pradolongo;Usera
2011;Anual;32.15;127;12;Pradolongo;Usera
2012;Anual;34.0;127;12;Pradolongo;Usera
2013;Anual;34.89;127;12;Pradolongo;Usera
2014;Anual;36.44;127;12;Pradolongo;Usera
2015;Anual;37.54;127;12;Pradolongo;Usera
2016;Anual;38.91;127;12;Pradolongo;Usera
2017;Anual;40.2;127;12;Pradolongo;Usera
2018;Anual;41.29;127;12;Pradolongo;Usera
2019;Anual;41.0;127;12;Pradolongo;Usera
2020;Anual;40.5;127;12;Pradolongo;Usera
2021;Anual;40.5;127;12;Pradolongo;Usera
2022;Anual;39.8;127;12;Pradolongo;Usera
2005;Anual;25.84;126;12;Zofío;Usera
2006;Anual;27.18;126;12;Zofío;Usera
2007;Anual;29.0;126;12;Zofío;Usera
2008;Anual;31.04;126;12;Zofío;Usera
2009;Anual;31.72;126;12;Zofío;Usera
2010;Anual;32.65;126;12;Zofío;Usera
2011;Anual;33.66;126;12;Zofío;Usera
2012;Anual;35.41;126;12;Zofío;Usera
2013;Anual;36.65;126;12;Zofío;Usera
2014;Anual;37.55;126;12;Zofío;Usera
2015;Anual;38.76;126;12;Zofío;Usera
2016;Anual;40.13;126;12;Zofío;Usera
2017;Anual;41.53;126;12;Zofío;Usera
2018;Anual;41.07;126;12;Zofío;Usera
2019;Anual;39.9;126;12;Zofío;Usera
2020;Anual;38.7;126;12;Zofío;Usera
2021;Anual;38.6;126;12;Zofío;Usera
2022;Anual;36.7;126;12;Zofío;Usera
2005;Anual;22.73;122;12;Orcasur;Usera
2006;Anual;23.17;122;12;Orcasur;Usera
2007;Anual;24.03;122;12;Orcasur;Usera
2008;Anual;26.07;122;12;Orcasur;Usera
2009;Anual;28.28;122;12;Orcasur;Usera
2010;Anual;30.19;122;12;Orcasur;Usera
2011;Anual;33.01;122;12;Orcasur;Usera
2012;Anual;34.95;122;12;Orcasur;Usera
2013;Anual;35.77;122;12;Orcasur;Usera
2014;Anual;36.84;122;12;Orcasur;Usera
2015;Anual;37.98;122;12;Orcasur;Usera
2016;Anual;37.88;122;12;Orcasur;Usera
2017;Anual;38.57;122;12;Orcasur;Usera
2018;Anual;38.52;122;12;Orcasur;Usera
2019;Anual;37.4;122;12;Orcasur;Usera
2020;Anual;36.0;122;12;Orcasur;Usera
2021;Anual;34.6;122;12;Orcasur;Usera
2022;Anual;32.9;122;12;Orcasur;Usera
2005;Anual;20.01;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2006;Anual;20.36;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2007;Anual;21.58;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2008;Anual;23.0;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2009;Anual;24.56;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;25.45;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;26.54;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;27.64;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;29.49;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;31.04;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;31.52;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;31.83;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;32.45;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;33.69;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;34.1;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;33.6;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;33.7;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;32.4;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2005;Anual;22.65;123;12;San Fermín;Usera
2006;Anual;22.78;123;12;San Fermín;Usera
2007;Anual;24.66;123;12;San Fermín;Usera
2008;Anual;25.59;123;12;San Fermín;Usera
2009;Anual;26.01;123;12;San Fermín;Usera
2010;Anual;26.86;123;12;San Fermín;Usera
2011;Anual;28.08;123;12;San Fermín;Usera
2012;Anual;29.47;123;12;San Fermín;Usera
2013;Anual;29.76;123;12;San Fermín;Usera
2014;Anual;31.18;123;12;San Fermín;Usera
2015;Anual;31.73;123;12;San Fermín;Usera
2016;Anual;31.86;123;12;San Fermín;Usera
2017;Anual;33.21;123;12;San Fermín;Usera
2018;Anual;33.57;123;12;San Fermín;Usera
2019;Anual;33.2;123;12;San Fermín;Usera
2020;Anual;32.4;123;12;San Fermín;Usera
2021;Anual;32.7;123;12;San Fermín;Usera
2022;Anual;32.0;123;12;San Fermín;Usera
2005;Anual;51.5;106;10;Cuatro Vientos;Latina
2006;Anual;46.34;106;10;Cuatro Vientos;Latina
2007;Anual;39.31;106;10;Cuatro Vientos;Latina
2008;Anual;35.93;106;10;Cuatro Vientos;Latina
2009;Anual;34.16;106;10;Cuatro Vientos;Latina
2010;Anual;30.12;106;10;Cuatro Vientos;Latina
2011;Anual;29.57;106;10;Cuatro Vientos;Latina
2012;Anual;33.18;106;10;Cuatro Vientos;Latina
2013;Anual;31.38;106;10;Cuatro Vientos;Latina
2014;Anual;28.57;106;10;Cuatro Vientos;Latina
2015;Anual;26.4;106;10;Cuatro Vientos;Latina
2016;Anual;26.32;106;10;Cuatro Vientos;Latina
2017;Anual;24.44;106;10;Cuatro Vientos;Latina
2018;Anual;19.26;106;10;Cuatro Vientos;Latina
2019;Anual;18.4;106;10;Cuatro Vientos;Latina
2020;Anual;19.1;106;10;Cuatro Vientos;Latina
2021;Anual;18.9;106;10;Cuatro Vientos;Latina
2022;Anual;18.5;106;10;Cuatro Vientos;Latina
2005;Anual;22.15;116;11;Buenavista;Carabanchel
2006;Anual;21.66;116;11;Buenavista;Carabanchel
2007;Anual;22.34;116;11;Buenavista;Carabanchel
2008;Anual;23.22;116;11;Buenavista;Carabanchel
2009;Anual;24.78;116;11;Buenavista;Carabanchel
2010;Anual;25.71;116;11;Buenavista;Carabanchel
2011;Anual;25.79;116;11;Buenavista;Carabanchel
2012;Anual;26.8;116;11;Buenavista;Carabanchel
2013;Anual;27.9;116;11;Buenavista;Carabanchel
2014;Anual;29.18;116;11;Buenavista;Carabanchel
2015;Anual;30.03;116;11;Buenavista;Carabanchel
2016;Anual;31.03;116;11;Buenavista;Carabanchel
2017;Anual;32.52;116;11;Buenavista;Carabanchel
2018;Anual;33.54;116;11;Buenavista;Carabanchel
2019;Anual;34.3;116;11;Buenavista;Carabanchel
2020;Anual;33.8;116;11;Buenavista;Carabanchel
2021;Anual;35.0;116;11;Buenavista;Carabanchel
2022;Anual;35.3;116;11;Buenavista;Carabanchel
2005;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2006;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2007;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2008;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2009;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2010;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2011;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2012;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2013;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2014;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2015;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2016;Anual;;183;18;Ensanche de Vallecas;Villa de Vallecas
2017;Anual;0.0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;28.16;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;26.5;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;25.1;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;23.1;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;22.1;183;18;Ensanche de Vallecas;Villa de Vallecas
2005;Anual;18.55;121;12;Orcasitas;Usera
2006;Anual;20.38;121;12;Orcasitas;Usera
2007;Anual;22.33;121;12;Orcasitas;Usera
2008;Anual;24.61;121;12;Orcasitas;Usera
2009;Anual;27.09;121;12;Orcasitas;Usera
2010;Anual;29.2;121;12;Orcasitas;Usera
2011;Anual;32.27;121;12;Orcasitas;Usera
2012;Anual;34.61;121;12;Orcasitas;Usera
2013;Anual;37.13;121;12;Orcasitas;Usera
2014;Anual;39.47;121;12;Orcasitas;Usera
2015;Anual;42.16;121;12;Orcasitas;Usera
2016;Anual;43.63;121;12;Orcasitas;Usera
2017;Anual;44.4;121;12;Orcasitas;Usera
2018;Anual;44.56;121;12;Orcasitas;Usera
2019;Anual;43.8;121;12;Orcasitas;Usera
2020;Anual;41.9;121;12;Orcasitas;Usera
2021;Anual;41.4;121;12;Orcasitas;Usera
2022;Anual;39.3;121;12;Orcasitas;Usera
2005;Anual;19.97;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2006;Anual;20.68;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2007;Anual;21.86;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2008;Anual;22.92;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2009;Anual;24.02;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;25.44;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;26.83;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;28.95;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;30.53;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;32.18;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;34.07;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;36.11;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;38.14;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;39.18;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;39.5;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;39.0;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;39.3;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;37.9;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2005;Anual;19.74;174;17;Los Rosales;Villaverde
2006;Anual;20.27;174;17;Los Rosales;Villaverde
2007;Anual;20.78;174;17;Los Rosales;Villaverde
2008;Anual;21.35;174;17;Los Rosales;Villaverde
2009;Anual;22.2;174;17;Los Rosales;Villaverde
2010;Anual;22.78;174;17;Los Rosales;Villaverde
2011;Anual;24.0;174;17;Los Rosales;Villaverde
2012;Anual;25.25;174;17;Los Rosales;Villaverde
2013;Anual;26.21;174;17;Los Rosales;Villaverde
2014;Anual;27.24;174;17;Los Rosales;Villaverde
2015;Anual;28.52;174;17;Los Rosales;Villaverde
2016;Anual;29.53;174;17;Los Rosales;Villaverde
2017;Anual;31.1;174;17;Los Rosales;Villaverde
2018;Anual;32.04;174;17;Los Rosales;Villaverde
2019;Anual;32.0;174;17;Los Rosales;Villaverde
2020;Anual;31.9;174;17;Los Rosales;Villaverde
2021;Anual;32.3;174;17;Los Rosales;Villaverde
2022;Anual;32.5;174;17;Los Rosales;Villaverde
2005;Anual;17.7;175;17;Ángeles;Villaverde
2006;Anual;18.02;175;17;Ángeles;Villaverde
2007;Anual;19.42;175;17;Ángeles;Villaverde
2008;Anual;20.14;175;17;Ángeles;Villaverde
2009;Anual;21.66;175;17;Ángeles;Villaverde
2010;Anual;23.08;175;17;Ángeles;Villaverde
2011;Anual;24.34;175;17;Ángeles;Villaverde
2012;Anual;26.7;175;17;Ángeles;Villaverde
2013;Anual;29.26;175;17;Ángeles;Villaverde
2014;Anual;31.54;175;17;Ángeles;Villaverde
2015;Anual;34.09;175;17;Ángeles;Villaverde
2016;Anual;36.02;175;17;Ángeles;Villaverde
2017;Anual;38.3;175;17;Ángeles;Villaverde
2018;Anual;40.22;175;17;Ángeles;Villaverde
2019;Anual;41.0;175;17;Ángeles;Villaverde
2020;Anual;40.9;175;17;Ángeles;Villaverde
2021;Anual;42.3;175;17;Ángeles;Villaverde
2022;Anual;42.2;175;17;Ángeles;Villaverde
2005;Anual;18.52;173;17;Butarque;Villaverde
2006;Anual;18.1;173;17;Butarque;Villaverde
2007;Anual;17.77;173;17;Butarque;Villaverde
2008;Anual;19.55;173;17;Butarque;Villaverde
2009;Anual;20.91;173;17;Butarque;Villaverde
2010;Anual;21.85;173;17;Butarque;Villaverde
2011;Anual;22.3;173;17;Butarque;Villaverde
2012;Anual;21.34;173;17;Butarque;Villaverde
2013;Anual;22.14;173;17;Butarque;Villaverde
2014;Anual;22.77;173;17;Butarque;Villaverde
2015;Anual;23.27;173;17;Butarque;Villaverde
2016;Anual;23.87;173;17;Butarque;Villaverde
2017;Anual;24.17;173;17;Butarque;Villaverde
2018;Anual;24.74;173;17;Butarque;Villaverde
2019;Anual;24.7;173;17;Butarque;Villaverde
2020;Anual;24.1;173;17;Butarque;Villaverde
2021;Anual;24.2;173;17;Butarque;Villaverde
2022;Anual;24.2;173;17;Butarque;Villaverde
2005;Anual;19.3;172;17;San Cristóbal;Villaverde
2006;Anual;21.42;172;17;San Cristóbal;Villaverde
2007;Anual;23.92;172;17;San Cristóbal;Villaverde
2008;Anual;26.89;172;17;San Cristóbal;Villaverde
2009;Anual;29.87;172;17;San Cristóbal;Villaverde
2010;Anual;32.75;172;17;San Cristóbal;Villaverde
2011;Anual;36.01;172;17;San Cristóbal;Villaverde
2012;Anual;39.76;172;17;San Cristóbal;Villaverde
2013;Anual;43.05;172;17;San Cristóbal;Villaverde
2014;Anual;46.67;172;17;San Cristóbal;Villaverde
2015;Anual;49.98;172;17;San Cristóbal;Villaverde
2016;Anual;51.8;172;17;San Cristóbal;Villaverde
2017;Anual;52.46;172;17;San Cristóbal;Villaverde
2018;Anual;52.44;172;17;San Cristóbal;Villaverde
2019;Anual;51.1;172;17;San Cristóbal;Villaverde
2020;Anual;48.9;172;17;San Cristóbal;Villaverde
2021;Anual;47.0;172;17;San Cristóbal;Villaverde
2022;Anual;45.5;172;17;San Cristóbal;Villaverde
